Orthogroup	Species	Pyrus_hap1_v2.3.a1.all.maker.proteins	Orthologs
OG0000143	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr16A.202460.t1	2448454_0_009587, 2448454_0_009a49
OG0000143	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr16A.204110.t1	2448454_0_00915f, 2448454_0_009219, 2448454_0_0092a1, 2448454_0_0095ad
OG0000143	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr16A.204100.t1	2448454_0_009c71
OG0000143	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr16A.204130.t1	2448454_0_009c64
OG0000143	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr16A.204240.t1	2448454_0_0096ee, 2448454_0_009477
OG0000143	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr16A.203990.t1	2448454_0_0026d3, 2448454_0_00912f, 2448454_0_009c7a
OG0000144	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr10A.089470.t1	2448454_0_005b66
OG0000144	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.augustus.253500.t1	2448454_0_007724
OG0000144	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr16A.201380.t1	2448454_0_009c55
OG0000144	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.snap.201360.t1	2448454_0_009408, 2448454_0_009c2b
OG0000144	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr13A.253540.t1	2448454_0_0076a9, 2448454_0_009575, 2448454_0_009c57, 2448454_0_0075ab
OG0000144	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr13A.253550.t1	2448454_0_007687
OG0000144	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.snap.253580.t1	2448454_0_00969b, 2448454_0_009c37, 2448454_0_0078c9
OG0000144	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr5A.058640.t1, Pyrco.da.v2a1.chr10A.089530.t1, Pyrco.da.v2a1.chr10A.089540.t1	2448454_0_0058c7
OG0000145	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr3A.283490.t1	2448454_0_0015a1, 2448454_0_003601
OG0000145	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr6A.428580.t1	2448454_0_006d9e, 2448454_0_001cc0, 2448454_0_003610, 2448454_0_0091f4, 2448454_0_003ec5, 2448454_0_007a67, 2448454_0_00a023, 2448454_0_002e8b, 2448454_0_009119, 2448454_0_0097a2, 2448454_0_0097f7, 2448454_0_0002d6, 2448454_0_007cac
OG0000145	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr1A.346440.t1, Pyrco.da.v2a1.chr16A.188390.t1, Pyrco.da.v2a1.chr3A.275050.t1, Pyrco.da.v2a1.chr16A.207040.t1, Pyrco.da.v2a1.chr6A.429310.t1, Pyrco.da.v2a1.chr7A.181870.t1, Pyrco.da.v2a1.chr9A.219790.t1	2448454_0_001457
OG0000146	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr2A.151080.t1, Pyrco.da.v2a1.chr2A.151130.t1	2448454_0_000810, 2448454_0_000bfa
OG0000146	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr2A.150980.t1, Pyrco.da.v2a1.chr7A.162050.t1	2448454_0_000835
OG0000146	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr7A.161960.t1, Pyrco.da.v2a1.chr2A.150950.t1	2448454_0_003d4e
OG0000146	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr7A.163050.t1, Pyrco.da.v2a1.chr7A.162000.t1, Pyrco.da.v2a1.chr7A.162020.t1	2448454_0_003dc5
OG0000146	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr2A.151030.t1	2448454_0_000a9d, 2448454_0_000b2e
OG0000146	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr1A.342940.t1, Pyrco.da.v2a1.chr1A.343060.t1	2448454_0_0002ec
OG0000146	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr1A.342910.t1	2448454_0_000357
OG0000147	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr2A.151860.t1	2448454_0_00080d, 2448454_0_000920, 2448454_0_000a0e
OG0000147	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr2A.151690.t1, Pyrco.da.v2a1.chr2A.151750.t1	2448454_0_0008b5, 2448454_0_000911
OG0000147	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr2A.151640.t1, Pyrco.da.v2a1.chr2A.151940.t1, Pyrco.da.v2a1.chr2A.151990.t1	2448454_0_000c41
OG0000147	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr1A.354030.t1	2448454_0_003a11
OG0000147	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr17A.291170.t1, Pyrco.da.v2a1.chr1A.354020.t1	2448454_0_000307
OG0000147	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr2A.151730.t1, Pyrco.da.v2a1.chr2A.151930.t1, Pyrco.da.v2a1.chr12A.327300.t1, Pyrco.da.v2a1.chr2A.151660.t1, Pyrco.da.v2a1.chr2A.152020.t1	2448454_0_00093d
OG0000147	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.snap.151650.t1	2448454_0_000aaa, 2448454_0_000b72
OG0000148	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr1A.349100.t1	2448454_0_000702
OG0000148	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.317130.t1	2448454_0_006de5
OG0000148	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr14A.362810.t1	2448454_0_007bac
OG0000148	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.413440.t1	2448454_0_001e18
OG0000148	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.325310.t1	2448454_0_006ece
OG0000148	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr6A.435950.t1	2448454_0_003165
OG0000148	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr14A.371540.t1	2448454_0_007dde
OG0000148	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr15A.029910.t1	2448454_0_0088dd
OG0000148	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr1A.337630.t1	2448454_0_0003af
OG0000148	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr7A.174440.t1	2448454_0_003fd9
OG0000149	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr11A.115600.t1	2448454_0_006473
OG0000149	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.320170.t1	2448454_0_007141
OG0000149	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr11A.112320.t1	2448454_0_00412a
OG0000149	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr11A.115590.t1	2448454_0_006746
OG0000149	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr8A.394500.t1, Pyrco.da.v2a1.chr17A.299620.t1	2448454_0_00a1ff
OG0000149	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr15A.028460.t1	2448454_0_00045b
OG0000149	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr15A.028400.t1	2448454_0_004140, 2448454_0_009808, 2448454_0_008d75
OG0000150	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.augustus.207410.t1	2448454_0_007ed3, 2448454_0_00a0ce, 2448454_0_000a50, 2448454_0_000d14, 2448454_0_007067, 2448454_0_008b4f, 2448454_0_0010a4, 2448454_0_0079f5, 2448454_0_008601, 2448454_0_000d2c, 2448454_0_0089a7, 2448454_0_00a357, 2448454_0_00a69b, 2448454_0_009f1b, 2448454_0_00402d, 2448454_0_007b64, 2448454_0_0053c7, 2448454_0_008d6d, 2448454_0_007d70, 2448454_0_008c55, 2448454_0_00482b, 2448454_0_004997, 2448454_0_00081f, 2448454_0_0092aa, 2448454_0_00982a
OG0000151	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr9A.220150.t1	2448454_0_0097c0
OG0000151	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr5A.055610.t1	2448454_0_002be0, 2448454_0_009475, 2448454_0_0098a9, 2448454_0_00898e, 2448454_0_003727, 2448454_0_003f3f, 2448454_0_0058e1, 2448454_0_001a1f, 2448454_0_006121, 2448454_0_0020c9, 2448454_0_000c81, 2448454_0_001f79, 2448454_0_007514, 2448454_0_002d73, 2448454_0_0013b5, 2448454_0_007663, 2448454_0_0046dc, 2448454_0_007424, 2448454_0_00954c, 2448454_0_007e5c, 2448454_0_005192, 2448454_0_000921, 2448454_0_009c88
OG0000152	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr16A.203200.t1	2448454_0_00915a
OG0000152	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr14A.365470.t1	2448454_0_006cae, 2448454_0_008cb4, 2448454_0_0012cf, 2448454_0_007058, 2448454_0_002961, 2448454_0_003774, 2448454_0_0020f3, 2448454_0_007fbe, 2448454_0_00802b, 2448454_0_003f5b, 2448454_0_0016e3, 2448454_0_00149e, 2448454_0_0096b9, 2448454_0_0086f9, 2448454_0_00a2b2, 2448454_0_000f7c, 2448454_0_000aa3, 2448454_0_007622, 2448454_0_0033fb, 2448454_0_006a6c, 2448454_0_009268, 2448454_0_001ed0, 2448454_0_007b31
OG0000153	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr17A.289460.t1	2448454_0_002b78
OG0000153	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr17A.298740.t1, Pyrco.da.v2a1.chr17A.298800.t1	2448454_0_00a51e
OG0000153	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.snap.427260.t1	2448454_0_003d0a
OG0000153	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr5A.052830.t1	2448454_0_006cd2
OG0000153	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr10A.081740.t1	2448454_0_00a5ac
OG0000153	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr2A.149130.t1	2448454_0_000afe
OG0000153	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.snap.077570.t1, Pyrco.da.v2a1.chr16A.200330.t1	2448454_0_002602, 2448454_0_00241e
OG0000154	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr3A.283050.t1	2448454_0_0015b2
OG0000154	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr11A.126220.t1	2448454_0_00670e
OG0000154	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr11A.126190.t1	2448454_0_0065dc
OG0000154	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr11A.126250.t1	2448454_0_006194
OG0000154	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.augustus.126210.t1	2448454_0_006243
OG0000154	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr11A.126280.t1, Pyrco.da.v2a1.augustus.126290.t1, Pyrco.da.v2a1.chr11A.126340.t1, Pyrco.da.v2a1.augustus.126330.t1, Pyrco.da.v2a1.augustus.126300.t1, Pyrco.da.v2a1.augustus.126350.t1	2448454_0_00679f
OG0000154	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr3A.283060.t1	2448454_0_000fa6
OG0000155	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.augustus.263200.t1	2448454_0_00165f, 2448454_0_001681
OG0000155	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.augustus.104780.t1	2448454_0_0062dc
OG0000155	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr11A.104750.t1, Pyrco.da.v2a1.chr11A.104740.t1	2448454_0_00636e
OG0000155	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.snap.104810.t1	2448454_0_0061cc, 2448454_0_006a1d, 2448454_0_0065d1, 2448454_0_006a21
OG0000155	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.augustus.104440.t1	2448454_0_0065ae
OG0000155	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr3A.263170.t1	2448454_0_00166d
OG0000155	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr3A.263140.t1	2448454_0_00164c, 2448454_0_001689
OG0000155	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr11A.104840.t1	2448454_0_006a1c, 2448454_0_00614c, 2448454_0_006a1b
OG0000156	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.snap.063140.t1	2448454_0_0020c7
OG0000156	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.snap.063160.t1	2448454_0_00212a
OG0000156	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr5A.063330.t1	2448454_0_0020f7
OG0000156	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr5A.060560.t1	2448454_0_0027bb
OG0000156	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr5A.063120.t1	2448454_0_0028bd
OG0000156	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr5A.062970.t1	2448454_0_0024de
OG0000156	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr5A.063020.t1, Pyrco.da.v2a1.chr5A.062940.t1	2448454_0_00291e
OG0000156	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr5A.063090.t1	2448454_0_00294f
OG0000156	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.augustus.063360.t1	2448454_0_0024e8
OG0000156	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr5A.063370.t1	2448454_0_002a8b, 2448454_0_00208f
OG0000157	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr10A.092740.t1, Pyrco.da.v2a1.chr10A.092700.t1	2448454_0_005355
OG0000157	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr10A.093200.t1	2448454_0_00574a
OG0000157	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr10A.092670.t1	2448454_0_005b68
OG0000157	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.313740.t1	2448454_0_006b91
OG0000157	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.313800.t1	2448454_0_0071b8, 2448454_0_006a9f, 2448454_0_006b39, 2448454_0_006ed5, 2448454_0_007253
OG0000157	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr5A.062070.t1, Pyrco.da.v2a1.chr5A.061160.t1	2448454_0_0029d1, 2448454_0_0027da, 2448454_0_00222c, 2448454_0_0026d5, 2448454_0_0028e7
OG0000158	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr5A.047720.t1	2448454_0_002a5a
OG0000158	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.404960.t1	2448454_0_003d2a
OG0000158	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr7A.159960.t1	2448454_0_008b13, 2448454_0_008e3c, 2448454_0_00375d, 2448454_0_003dd0, 2448454_0_0037c5
OG0000158	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr6A.443730.t1	2448454_0_00350f, 2448454_0_0034f9
OG0000158	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr2A.143290.t1	2448454_0_00618e, 2448454_0_006997, 2448454_0_0069b0, 2448454_0_005f9f, 2448454_0_0060dd, 2448454_0_006691, 2448454_0_0069b1, 2448454_0_0069b8, 2448454_0_00620d, 2448454_0_006877
OG0000159	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.augustus.350030.t1	2448454_0_0000f1
OG0000159	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.augustus.365970.t1	2448454_0_0079d1
OG0000159	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.augustus.109340.t1	2448454_0_006016, 2448454_0_0062e7, 2448454_0_006018, 2448454_0_0067e3
OG0000159	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.augustus.109420.t1, Pyrco.da.v2a1.chr11A.109410.t1	2448454_0_006846
OG0000159	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr7A.175240.t1	2448454_0_00358d
OG0000159	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.augustus.350080.t1	2448454_0_000394
OG0000159	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.augustus.350040.t1	2448454_0_0000cb, 2448454_0_00034a
OG0000160	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr8A.390460.t1, Pyrco.da.v2a1.chr11A.126390.t1, Pyrco.da.v2a1.chr12A.312070.t1	2448454_0_001beb, 2448454_0_006ed3, 2448454_0_00806d
OG0000160	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.snap.125750.t1	2448454_0_005fc8, 2448454_0_0093d7, 2448454_0_007e55, 2448454_0_007ee2, 2448454_0_00378f, 2448454_0_002bd4, 2448454_0_00775b, 2448454_0_004c18, 2448454_0_000744, 2448454_0_001268, 2448454_0_009326, 2448454_0_008480, 2448454_0_0036a9, 2448454_0_005534, 2448454_0_00325e, 2448454_0_0025fd, 2448454_0_006dcd, 2448454_0_009b9f
OG0000161	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr3A.284130.t1, Pyrco.da.v2a1.chr7A.179340.t1, Pyrco.da.v2a1.augustus.086010.t1, Pyrco.da.v2a1.snap.110640.t1	2448454_0_006d05, 2448454_0_009698, 2448454_0_009eab
OG0000161	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr2A.149730.t1	2448454_0_00748d, 2448454_0_008f31
OG0000161	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr2A.152540.t1, Pyrco.da.v2a1.chr2A.152560.t1	2448454_0_00352c, 2448454_0_004819, 2448454_0_006b2c, 2448454_0_0028cd, 2448454_0_000839, 2448454_0_0050de, 2448454_0_008030, 2448454_0_004711
OG0000161	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.325920.t1, Pyrco.da.v2a1.chr14A.361380.t1	2448454_0_007172, 2448454_0_007295
OG0000162	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.319640.t1	2448454_0_0046ce
OG0000162	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr1A.336470.t1, Pyrco.da.v2a1.chr4A.407120.t1, Pyrco.da.v2a1.chr4A.411690.t1, Pyrco.da.v2a1.snap.118520.t1, Pyrco.da.v2a1.augustus.408100.t1, Pyrco.da.v2a1.augustus.408680.t1, Pyrco.da.v2a1.chr11A.117560.t1, Pyrco.da.v2a1.snap.409360.t1, Pyrco.da.v2a1.chr4A.409650.t1, Pyrco.da.v2a1.chr11A.129180.t1, Pyrco.da.v2a1.snap.259870.t1, Pyrco.da.v2a1.chr12A.319440.t1, Pyrco.da.v2a1.chr13A.254240.t1, Pyrco.da.v2a1.chr13A.261150.t1, Pyrco.da.v2a1.chr13A.261190.t1, Pyrco.da.v2a1.chr11A.118470.t1, Pyrco.da.v2a1.chr11A.129370.t1, Pyrco.da.v2a1.chr13A.259330.t1, Pyrco.da.v2a1.chr14A.366860.t1, Pyrco.da.v2a1.chr13A.258930.t1, Pyrco.da.v2a1.chr4A.409990.t1, Pyrco.da.v2a1.snap.289220.t1	2448454_0_0008c3
OG0000163	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr8A.382770.t1, Pyrco.da.v2a1.chr8A.382790.t1	2448454_0_004441
OG0000163	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.augustus.245210.t1	2448454_0_0079a3
OG0000163	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.augustus.141400.t1, Pyrco.da.v2a1.snap.141430.t1, Pyrco.da.v2a1.chr2A.141380.t1, Pyrco.da.v2a1.chr2A.141360.t1, Pyrco.da.v2a1.chr2A.141370.t1, Pyrco.da.v2a1.snap.022250.t1, Pyrco.da.v2a1.chr15A.022240.t1, Pyrco.da.v2a1.chr15A.022270.t1, Pyrco.da.v2a1.snap.062460.t1, Pyrco.da.v2a1.augustus.062470.t1	2448454_0_005f41
OG0000163	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr11A.125580.t1	2448454_0_0065b3
OG0000163	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr11A.125560.t1, Pyrco.da.v2a1.chr11A.125550.t1, Pyrco.da.v2a1.chr3A.282520.t1	2448454_0_000d21
OG0000164	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.augustus.283690.t1	2448454_0_00159a
OG0000164	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr11A.126090.t1	2448454_0_006673, 2448454_0_00690d
OG0000164	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr3A.282990.t1	2448454_0_0067cf, 2448454_0_0015c5, 2448454_0_000d7b, 2448454_0_00145f, 2448454_0_0015e2
OG0000164	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr11A.126100.t1	2448454_0_006676, 2448454_0_0061f9
OG0000164	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr3A.283620.t1, Pyrco.da.v2a1.snap.126950.t1, Pyrco.da.v2a1.chr11A.126940.t1	2448454_0_004ad3
OG0000166	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.415270.t1	2448454_0_001a82, 2448454_0_001b6b
OG0000166	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr8A.382440.t1	2448454_0_00460a
OG0000166	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr15A.001520.t1	2448454_0_0090d1
OG0000166	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.augustus.236850.t1	2448454_0_009adb
OG0000166	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr16A.184850.t1	2448454_0_009d8a, 2448454_0_0092ee
OG0000166	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr11A.108930.t1, Pyrco.da.v2a1.chr11A.108940.t1	2448454_0_006a8c
OG0000166	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr3A.267110.t1	2448454_0_006a96, 2448454_0_001744
OG0000167	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr14A.372540.t1	2448454_0_007a90
OG0000167	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.snap.215300.t1	2448454_0_004fa8
OG0000167	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr17A.303380.t1, Pyrco.da.v2a1.chr16A.188590.t1	2448454_0_009650
OG0000167	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr13A.237910.t1, Pyrco.da.v2a1.augustus.237850.t1, Pyrco.da.v2a1.chr13A.237870.t1, Pyrco.da.v2a1.snap.237880.t1, Pyrco.da.v2a1.snap.237950.t1	2448454_0_009b59
OG0000167	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr13A.237900.t1	2448454_0_001b14
OG0000167	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr6A.442380.t1	2448454_0_003269
OG0000168	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.augustus.082800.t1	2448454_0_005570, 2448454_0_005eae
OG0000168	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.augustus.043830.t1	2448454_0_0023ed, 2448454_0_002316
OG0000168	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr10A.076220.t1	2448454_0_005524, 2448454_0_005de7, 2448454_0_0057d7, 2448454_0_005a7d, 2448454_0_005c68
OG0000168	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.315790.t1	2448454_0_001f4c, 2448454_0_0043b9, 2448454_0_0043f9, 2448454_0_008d0c, 2448454_0_0047c9, 2448454_0_00a37a, 2448454_0_007521
OG0000169	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.319290.t1	2448454_0_006b68
