Orthogroup	Species	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Orthologs
OG0000344	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_001d6f	Pyrco.da.v2a1.augustus.414340.t1
OG0000344	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0017b8	Pyrco.da.v2a1.chr4A.414430.t1, Pyrco.da.v2a1.chr12A.326330.t1, Pyrco.da.v2a1.chr4A.414400.t1, Pyrco.da.v2a1.chr4A.414390.t1, Pyrco.da.v2a1.chr4A.414450.t1, Pyrco.da.v2a1.chr4A.414380.t1
OG0000344	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0018dc	Pyrco.da.v2a1.chr4A.414460.t1, Pyrco.da.v2a1.chr4A.414420.t1, Pyrco.da.v2a1.chr12A.334830.t1, Pyrco.da.v2a1.augustus.326340.t1, Pyrco.da.v2a1.chr4A.414410.t1
OG0000345	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00203d	Pyrco.da.v2a1.chr4A.414860.t1
OG0000345	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_001e22	Pyrco.da.v2a1.chr4A.414890.t1
OG0000345	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_001b20	Pyrco.da.v2a1.chr4A.414880.t1
OG0000345	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_001845	Pyrco.da.v2a1.chr4A.414870.t1
OG0000345	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0099b3	Pyrco.da.v2a1.augustus.196320.t1, Pyrco.da.v2a1.augustus.196280.t1
OG0000346	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008ff0	Pyrco.da.v2a1.snap.155540.t1, Pyrco.da.v2a1.chr2A.155550.t1, Pyrco.da.v2a1.chr10A.084180.t1, Pyrco.da.v2a1.snap.053640.t1, Pyrco.da.v2a1.chr5A.054070.t1, Pyrco.da.v2a1.snap.054100.t1, Pyrco.da.v2a1.augustus.083980.t1, Pyrco.da.v2a1.snap.085210.t1, Pyrco.da.v2a1.chr10A.085390.t1, Pyrco.da.v2a1.chr10A.082980.t1
OG0000346	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_001d55, 2448454_0_001966, 2448454_0_001daa	Pyrco.da.v2a1.augustus.404930.t1
OG0000347	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00445b	Pyrco.da.v2a1.augustus.383780.t1, Pyrco.da.v2a1.snap.002780.t1
OG0000347	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0075bf	Pyrco.da.v2a1.chr13A.260480.t1
OG0000347	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_001ec0	Pyrco.da.v2a1.chr4A.405370.t1, Pyrco.da.v2a1.chr4A.405330.t1, Pyrco.da.v2a1.chr4A.405410.t1, Pyrco.da.v2a1.chr4A.405440.t1
OG0000347	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00614f	Pyrco.da.v2a1.chr1A.347390.t1, Pyrco.da.v2a1.chr12A.326490.t1, Pyrco.da.v2a1.chr4A.412510.t1, Pyrco.da.v2a1.chr11A.104610.t1
OG0000348	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_004763	Pyrco.da.v2a1.snap.385810.t1
OG0000348	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008bfb	Pyrco.da.v2a1.augustus.003210.t1
OG0000348	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009405	Pyrco.da.v2a1.snap.192150.t1
OG0000348	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_006b4e, 2448454_0_0070ff, 2448454_0_001f94, 2448454_0_002056	Pyrco.da.v2a1.chr4A.421410.t2, Pyrco.da.v2a1.chr4A.421410.t1
OG0000349	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_002242	Pyrco.da.v2a1.snap.059600.t1
OG0000349	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0029b9	Pyrco.da.v2a1.chr5A.059580.t1
OG0000349	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_002100	Pyrco.da.v2a1.snap.059590.t1
OG0000349	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0022d5	Pyrco.da.v2a1.chr5A.059650.t1, Pyrco.da.v2a1.chr5A.059640.t1
OG0000349	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0052ea	Pyrco.da.v2a1.chr10A.090480.t1, Pyrco.da.v2a1.augustus.090470.t1, Pyrco.da.v2a1.chr10A.090500.t1
OG0000350	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009243	Pyrco.da.v2a1.chr5A.053970.t1, Pyrco.da.v2a1.chr5A.054300.t1, Pyrco.da.v2a1.chr5A.054200.t1, Pyrco.da.v2a1.chr5A.054110.t1, Pyrco.da.v2a1.snap.054280.t1, Pyrco.da.v2a1.snap.054230.t1, Pyrco.da.v2a1.chr5A.054170.t1
OG0000350	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0021eb	Pyrco.da.v2a1.chr4A.404970.t1, Pyrco.da.v2a1.chr5A.054250.t1, Pyrco.da.v2a1.chr5A.054040.t1, Pyrco.da.v2a1.chr5A.054140.t1, Pyrco.da.v2a1.snap.053440.t1, Pyrco.da.v2a1.chr5A.053550.t1
OG0000351	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0025e7	Pyrco.da.v2a1.chr5A.040910.t1
OG0000351	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008838	Pyrco.da.v2a1.chr15A.033980.t1, Pyrco.da.v2a1.chr15A.033950.t1
OG0000351	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0023bd	Pyrco.da.v2a1.chr5A.040890.t1, Pyrco.da.v2a1.augustus.040930.t1, Pyrco.da.v2a1.chr5A.040840.t1, Pyrco.da.v2a1.chr5A.040850.t1
OG0000351	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0026aa	Pyrco.da.v2a1.chr5A.040970.t1, Pyrco.da.v2a1.chr16A.200640.t1
OG0000352	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007177	Pyrco.da.v2a1.chr12A.314500.t1
OG0000352	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007c4f	Pyrco.da.v2a1.chr14A.360580.t1
OG0000352	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007a86	Pyrco.da.v2a1.chr14A.360730.t1
OG0000352	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007f71	Pyrco.da.v2a1.chr14A.360720.t1, Pyrco.da.v2a1.chr14A.360700.t1
OG0000353	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_006e87, 2448454_0_006fb9	Pyrco.da.v2a1.chr4A.420890.t1, Pyrco.da.v2a1.chr4A.420930.t1, Pyrco.da.v2a1.snap.420910.t1
OG0000353	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_002d90	Pyrco.da.v2a1.chr14A.372090.t1
OG0000353	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008222	Pyrco.da.v2a1.chr6A.436690.t1
OG0000353	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0077d2	Pyrco.da.v2a1.augustus.250400.t1, Pyrco.da.v2a1.chr16A.198430.t1, Pyrco.da.v2a1.chr13A.260110.t1, Pyrco.da.v2a1.chr13A.260120.t1, Pyrco.da.v2a1.chr13A.260160.t1
OG0000354	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00483b	Pyrco.da.v2a1.chr8A.399000.t1
OG0000354	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0083af	Pyrco.da.v2a1.chr2A.136690.t1, Pyrco.da.v2a1.chr2A.136610.t1
OG0000354	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008cd6	Pyrco.da.v2a1.chr2A.136640.t1
OG0000354	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008e2b	Pyrco.da.v2a1.chr2A.136660.t1, Pyrco.da.v2a1.chr2A.137090.t1
OG0000354	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_004111	Pyrco.da.v2a1.snap.401150.t1
OG0000355	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0049ae, 2448454_0_0049b3, 2448454_0_0049b4, 2448454_0_0049aa, 2448454_0_008efe, 2448454_0_00906f, 2448454_0_0049a6, 2448454_0_00875c, 2448454_0_008b86, 2448454_0_0049a4, 2448454_0_008f06, 2448454_0_00906c, 2448454_0_008f0a, 2448454_0_009067	Pyrco.da.v2a1.chr8A.389210.t1
OG0000356	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_005120	Pyrco.da.v2a1.snap.210010.t1
OG0000356	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009e6e	Pyrco.da.v2a1.chr17A.304650.t1
OG0000356	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_004ac7	Pyrco.da.v2a1.chr9A.227380.t1
OG0000356	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007ce3	Pyrco.da.v2a1.chr6A.437100.t1, Pyrco.da.v2a1.chr14A.372390.t1, Pyrco.da.v2a1.chr14A.372380.t1, Pyrco.da.v2a1.chr14A.372370.t1
OG0000357	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_004eb7	Pyrco.da.v2a1.chr9A.233560.t1
OG0000357	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_004ee6, 2448454_0_00526d	Pyrco.da.v2a1.chr9A.233550.t1
OG0000357	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_004f7d, 2448454_0_00526e, 2448454_0_00526c	Pyrco.da.v2a1.snap.233540.t1
OG0000357	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009ffd	Pyrco.da.v2a1.chr17A.309800.t1
OG0000357	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_004be8	Pyrco.da.v2a1.chr6A.444550.t1, Pyrco.da.v2a1.chr14A.379510.t1, Pyrco.da.v2a1.chr9A.233570.t1
OG0000358	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009ecd	Pyrco.da.v2a1.chr17A.297380.t1
OG0000358	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00a141	Pyrco.da.v2a1.chr17A.297410.t1
OG0000358	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009f51, 2448454_0_00a265	Pyrco.da.v2a1.chr17A.297480.t1
OG0000358	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_005110	Pyrco.da.v2a1.chr17A.295730.t1, Pyrco.da.v2a1.chr9A.220380.t1
OG0000358	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00a3bd	Pyrco.da.v2a1.chr17A.297520.t1, Pyrco.da.v2a1.chr17A.297350.t1
OG0000359	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0089db	Pyrco.da.v2a1.chr15A.035190.t1, Pyrco.da.v2a1.chr15A.035210.t1
OG0000359	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008c2e	Pyrco.da.v2a1.chr15A.035180.t1
OG0000359	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00856f	Pyrco.da.v2a1.chr15A.035260.t1
OG0000359	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0084f9	Pyrco.da.v2a1.chr15A.035270.t1
OG0000359	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00896c, 2448454_0_008994	Pyrco.da.v2a1.chr15A.035240.t1
OG0000360	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009ac7, 2448454_0_009d62	Pyrco.da.v2a1.chr13A.237330.t1
OG0000360	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00995a	Pyrco.da.v2a1.chr16A.185390.t1
OG0000360	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0098e2	Pyrco.da.v2a1.chr13A.239230.t1
OG0000360	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009af4	Pyrco.da.v2a1.chr13A.237310.t1
OG0000360	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009a84	Pyrco.da.v2a1.chr16A.185380.t1
OG0000361	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_000072	Pyrco.da.v2a1.chr1A.345770.t1
OG0000361	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00022d	Pyrco.da.v2a1.chr1A.345710.t1
OG0000361	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_000346	Pyrco.da.v2a1.chr1A.345740.t1, Pyrco.da.v2a1.chr1A.345760.t1
OG0000361	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_000009	Pyrco.da.v2a1.chr1A.345880.t1
OG0000361	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00495b, 2448454_0_00419a	Pyrco.da.v2a1.chr8A.392690.t1
OG0000362	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_000194	Pyrco.da.v2a1.augustus.352260.t1
OG0000362	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_000708	Pyrco.da.v2a1.chr1A.347880.t1
OG0000362	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0006c4, 2448454_0_0006ea, 2448454_0_000122, 2448454_0_000132, 2448454_0_000384, 2448454_0_0002c6, 2448454_0_0005ce, 2448454_0_000012	Pyrco.da.v2a1.chr1A.352340.t1
OG0000363	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00076e	Pyrco.da.v2a1.chr1A.354700.t1
OG0000363	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0037de, 2448454_0_0037fa, 2448454_0_003b97, 2448454_0_003c5b, 2448454_0_005e1f, 2448454_0_000138, 2448454_0_0007d0, 2448454_0_000627, 2448454_0_00a7d3, 2448454_0_000082, 2448454_0_000bfb	Pyrco.da.v2a1.chr2A.155810.t1
OG0000364	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0015ed	Pyrco.da.v2a1.chr3A.284110.t1
OG0000364	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0020af	Pyrco.da.v2a1.augustus.132090.t1, Pyrco.da.v2a1.augustus.014390.t1
OG0000364	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_000189	Pyrco.da.v2a1.chr1A.348610.t1
OG0000364	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_003fa1	Pyrco.da.v2a1.chr7A.173940.t1
OG0000364	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_006070	Pyrco.da.v2a1.chr3A.269140.t1, Pyrco.da.v2a1.snap.111670.t1
OG0000366	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_002239	Pyrco.da.v2a1.chr5A.058900.t1
OG0000366	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00531e	Pyrco.da.v2a1.augustus.089740.t1
OG0000366	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_005472	Pyrco.da.v2a1.chr10A.089750.t1
OG0000366	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0024ec, 2448454_0_0023be	Pyrco.da.v2a1.chr5A.058890.t1
OG0000368	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008891, 2448454_0_000578, 2448454_0_002280, 2448454_0_0022ae, 2448454_0_00323a, 2448454_0_0097d7, 2448454_0_0034a2, 2448454_0_0034e7, 2448454_0_0095c5, 2448454_0_009647, 2448454_0_007d69, 2448454_0_007d8e	Pyrco.da.v2a1.augustus.340170.t1, Pyrco.da.v2a1.augustus.340180.t1
OG0000369	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_000897	Pyrco.da.v2a1.chr2A.149040.t1
OG0000369	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_003f17	Pyrco.da.v2a1.chr7A.164230.t1
OG0000369	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_003974	Pyrco.da.v2a1.augustus.164260.t1
OG0000369	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_003b32	Pyrco.da.v2a1.augustus.164320.t1
OG0000369	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_000841	Pyrco.da.v2a1.chr2A.149020.t1, Pyrco.da.v2a1.chr2A.148990.t1
OG0000370	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0044bb, 2448454_0_00630a	Pyrco.da.v2a1.chr11A.122370.t1
OG0000370	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_003daa, 2448454_0_005713, 2448454_0_007c3d, 2448454_0_0094cf, 2448454_0_000bd7, 2448454_0_005432, 2448454_0_005e07, 2448454_0_00093b, 2448454_0_009788, 2448454_0_009f1c	Pyrco.da.v2a1.chr17A.300400.t1
OG0000371	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0078bf	Pyrco.da.v2a1.augustus.170090.t1, Pyrco.da.v2a1.chr7A.170070.t1, Pyrco.da.v2a1.chr16A.185760.t1
OG0000371	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_000d13, 2448454_0_006764	Pyrco.da.v2a1.chr7A.180070.t1, Pyrco.da.v2a1.chr10A.082060.t1
OG0000371	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007d4d	Pyrco.da.v2a1.snap.272830.t1, Pyrco.da.v2a1.snap.431840.t1, Pyrco.da.v2a1.chr15A.014700.t1, Pyrco.da.v2a1.chr14A.363670.t1
OG0000372	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_001a9b	Pyrco.da.v2a1.chr4A.410980.t1
OG0000372	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_006d25	Pyrco.da.v2a1.chr12A.322940.t1
OG0000372	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00643e	Pyrco.da.v2a1.chr11A.114180.t1
OG0000372	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_000d38	Pyrco.da.v2a1.chr3A.271330.t1
OG0000372	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00410b	Pyrco.da.v2a1.augustus.387020.t1
OG0000372	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0045c2	Pyrco.da.v2a1.snap.387030.t1
OG0000373	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0053a7	Pyrco.da.v2a1.chr10A.076370.t1
OG0000373	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0012f7, 2448454_0_00a35b, 2448454_0_00a631, 2448454_0_0035fb, 2448454_0_00476f, 2448454_0_005d91, 2448454_0_006273, 2448454_0_00442e, 2448454_0_000ec3, 2448454_0_00750f	Pyrco.da.v2a1.chr10A.076380.t1, Pyrco.da.v2a1.chr13A.250860.t1
OG0000374	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_001718	Pyrco.da.v2a1.chr3A.270260.t1
OG0000374	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0018a5	Pyrco.da.v2a1.snap.402980.t1
OG0000374	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_001d98	Pyrco.da.v2a1.snap.165910.t1, Pyrco.da.v2a1.chr9A.229150.t1
OG0000374	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_000fa0, 2448454_0_0060e3	Pyrco.da.v2a1.chr3A.270180.t1
OG0000374	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00635e	Pyrco.da.v2a1.chr11A.113020.t1
OG0000375	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_006e3e	Pyrco.da.v2a1.chr12A.318530.t1
OG0000375	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007eb1	Pyrco.da.v2a1.chr14A.364240.t1
OG0000375	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007109	Pyrco.da.v2a1.augustus.318500.t1
OG0000375	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007b9f	Pyrco.da.v2a1.augustus.364220.t1
OG0000375	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_001201	Pyrco.da.v2a1.chr6A.444070.t1, Pyrco.da.v2a1.snap.444060.t1
OG0000375	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007c50	Pyrco.da.v2a1.chr12A.318520.t1, Pyrco.da.v2a1.augustus.364230.t1
OG0000376	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0016d8	Pyrco.da.v2a1.chr3A.275570.t1
OG0000376	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0016eb	Pyrco.da.v2a1.chr3A.275590.t1
OG0000376	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0016d3	Pyrco.da.v2a1.chr3A.275560.t1
OG0000376	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_006266, 2448454_0_0066d7	Pyrco.da.v2a1.chr11A.118980.t1, Pyrco.da.v2a1.chr11A.118950.t1, Pyrco.da.v2a1.chr11A.119010.t1, Pyrco.da.v2a1.chr11A.119050.t1
OG0000377	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_001d60	Pyrco.da.v2a1.chr4A.403560.t1
OG0000377	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_006d6f	Pyrco.da.v2a1.chr12A.328400.t1
OG0000377	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_001a3f, 2448454_0_0017ab	Pyrco.da.v2a1.snap.403540.t1
OG0000377	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008da4, 2448454_0_00903f, 2448454_0_00904a	Pyrco.da.v2a1.chr4A.403580.t1
OG0000378	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_005022	Pyrco.da.v2a1.chr9A.229090.t1
OG0000378	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00a49f	Pyrco.da.v2a1.chr17A.306690.t1
OG0000378	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00885d	Pyrco.da.v2a1.chr15A.014550.t1
OG0000378	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_005b8b, 2448454_0_005cc1	Pyrco.da.v2a1.snap.132290.t1
OG0000378	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_006ee3, 2448454_0_0017d8	Pyrco.da.v2a1.chr4A.419250.t1
OG0000378	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0072d8	Pyrco.da.v2a1.snap.331110.t1
OG0000379	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_003afd, 2448454_0_00a808, 2448454_0_0044a5, 2448454_0_003c01, 2448454_0_008359, 2448454_0_007354, 2448454_0_00455b, 2448454_0_00763e, 2448454_0_00878b, 2448454_0_009c3e, 2448454_0_0071df	Pyrco.da.v2a1.chr12A.325240.t1
OG0000379	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_001c79	Pyrco.da.v2a1.chr4A.413370.t1
OG0000380	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_003170, 2448454_0_008fd2, 2448454_0_005082, 2448454_0_0076ce, 2448454_0_007934, 2448454_0_00799b	Pyrco.da.v2a1.chr11A.129840.t1
OG0000380	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0062d3, 2448454_0_00799c, 2448454_0_001cec, 2448454_0_007932	Pyrco.da.v2a1.chr4A.421850.t1, Pyrco.da.v2a1.chr9A.231880.t1, Pyrco.da.v2a1.chr10A.079490.t1
OG0000381	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_006da1	Pyrco.da.v2a1.chr12A.316550.t1
OG0000381	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00762c	Pyrco.da.v2a1.chr13A.259980.t1
OG0000381	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_001e50	Pyrco.da.v2a1.chr4A.404610.t1
OG0000381	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_006cad	Pyrco.da.v2a1.snap.316540.t1
OG0000381	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007b73	Pyrco.da.v2a1.snap.361850.t1
OG0000382	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_002a4b, 2448454_0_002b0a	Pyrco.da.v2a1.chr5A.056920.t1
OG0000382	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0076be, 2448454_0_007970	Pyrco.da.v2a1.augustus.254960.t1, Pyrco.da.v2a1.augustus.254940.t1
OG0000382	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009922, 2448454_0_0099e5	Pyrco.da.v2a1.chr16A.202790.t1
OG0000382	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_001f0b	Pyrco.da.v2a1.augustus.266790.t1, Pyrco.da.v2a1.augustus.108440.t1, Pyrco.da.v2a1.chr4A.422520.t1
OG0000383	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0028ad	Pyrco.da.v2a1.chr2A.143680.t1
OG0000383	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00a6b3	Pyrco.da.v2a1.chr17A.296520.t1
OG0000383	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_004d99, 2448454_0_0051f6	Pyrco.da.v2a1.chr5A.069130.t1, Pyrco.da.v2a1.augustus.219140.t1
OG0000383	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0023d7, 2448454_0_002494, 2448454_0_00207b	Pyrco.da.v2a1.snap.063080.t1
OG0000384	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0052cd, 2448454_0_0026f5, 2448454_0_00208b, 2448454_0_002271, 2448454_0_0027d3, 2448454_0_005b53, 2448454_0_00231b, 2448454_0_005bd4, 2448454_0_0020ef, 2448454_0_002198, 2448454_0_002252, 2448454_0_00207c, 2448454_0_0025bf	Pyrco.da.v2a1.chr10A.089730.t1
OG0000385	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_002bbf	Pyrco.da.v2a1.chr5A.045030.t1
OG0000385	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_004704	Pyrco.da.v2a1.chr8A.382900.t1
OG0000385	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008278	Pyrco.da.v2a1.snap.001920.t1
OG0000385	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00409b, 2448454_0_00429f, 2448454_0_007c0f	Pyrco.da.v2a1.chr14A.367950.t1
OG0000385	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00549a	Pyrco.da.v2a1.augustus.077530.t1
OG0000386	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_002539	Pyrco.da.v2a1.chr5A.057620.t1
OG0000386	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_005bb7	Pyrco.da.v2a1.chr10A.088830.t1
OG0000386	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0029c9	Pyrco.da.v2a1.chr5A.058600.t1, Pyrco.da.v2a1.augustus.086490.t1, Pyrco.da.v2a1.augustus.086480.t1, Pyrco.da.v2a1.snap.086470.t1, Pyrco.da.v2a1.chr5A.054860.t1
