query_id	subject_id	perc_identity	num_ident_matches	alig_length	mismatches	gap_openings	n_gaps	pos_match	ppos	q_start	q_end	q_len	qcov	qcovhsp	s_start	s_end	s_len	evalue	bit_score	score_raw
AT1G01660.2	Vitvi05_01chr15g19320_t001_CDS1.prot	30.283	139	459	254	15	66	220	47.93	10	428	570	86	74	46	478	882	2.82e-38	150	380
AT1G01660.2	Vitvi05_01chr15g19320_t001_CDS1.prot	78.873	56	71	15	0	0	61	85.92	497	567	570	86	12	810	880	882	1.41e-31	130	327
AT1G01670.1	Vitvi05_01chr06g06910_t001_CDS1.prot	48.113	51	106	46	2	9	64	60.38	256	361	366	29	29	737	833	837	1.04e-20	94	232
AT1G01690.2	Vitvi05_01chr15g19330_t001_CDS1.prot	43.421	198	456	198	12	60	274	60.09	1	451	451	100	100	1	401	401	1.3e-96	296	757
AT1G01710.1	Vitvi05_01chr15g19590_t001_CDS1.prot	69.535	299	430	129	1	2	365	84.88	1	428	428	100	100	1	430	430	0	644	1661
AT1G01720.1	Vitvi05_01chr18g03760_t001_CDS1.prot	71.104	219	308	63	5	26	243	78.9	1	290	290	100	100	1	300	300	1.22e-150	423	1088
AT1G01720.1	Vitvi05_01chr19g04530_t001_CDS1.prot	69.565	112	161	44	2	5	125	77.64	5	164	290	55	55	12	168	334	2e-76	236	602
AT1G01730.1	Vitvi05_01chr15g19790_t001_CDS1.prot	36.994	64	173	78	5	31	98	56.65	65	208	225	64	64	37	207	210	7.91e-32	115	288
AT1G01730.1	Vitvi05_01chr16g15570_t001_CDS1.prot	29.694	68	229	113	7	48	107	46.72	13	208	225	87	87	2	215	224	1.24e-22	91.7	226
AT1G01750.1	Vitvi05_01chr15g19950_t001_CDS1.prot	87.681	121	138	17	0	0	131	94.93	1	138	141	98	98	118	255	257	1.35e-88	258	659
AT1G01750.1	Vitvi05_01chr16g15240_t001_CDS1.prot	82.609	114	138	24	0	0	130	94.2	1	138	141	98	98	1	138	140	1.89e-85	246	627
AT1G01760.2	Vitvi05_01chr15g20070_t001_CDS1.prot	60	240	400	144	3	16	294	73.5	15	398	420	91	91	18	417	454	3.95e-163	466	1200
AT1G01770.1	Vitvi05_01chr15g20310_t001_CDS1.prot	69.231	450	650	175	8	25	523	80.46	1	631	633	99	99	1	644	647	0	897	2317
AT1G01780.1	Vitvi05_01chr15g20320_t001_CDS1.prot	73.626	134	182	41	2	7	158	86.81	1	177	206	86	86	1	180	221	2.3e-100	289	740
AT1G01790.1	Vitvi05_01chr15g20330_t001_CDS1.prot	69.162	850	1229	320	15	59	971	79.01	1	1192	1194	99	99	1	1207	1208	0	1495	3870
AT1G01820.1	Vitvi05_01chr15g14490_t001_CDS1.prot	86.266	201	233	32	0	0	219	93.99	1	233	236	99	99	1	233	236	2.92e-151	420	1079
AT1G01840.1	Vitvi05_01chr15g14360_t001_CDS1.prot	46.104	71	154	70	5	13	94	61.04	1	153	153	100	100	1	142	142	1.52e-31	110	274
AT1G01860.1	Vitvi05_01chr15g14350_t001_CDS1.prot	69.937	221	316	88	2	7	261	82.59	27	342	344	92	92	26	334	336	1.83e-161	454	1169
AT1G01880.3	Vitvi05_01chr15g13440_t001_CDS1.prot	53.938	363	673	232	11	78	447	66.42	1	600	600	100	100	1	668	668	0	668	1723
AT1G01900.1	Vitvi05_01chr15g13540_t001_CDS1.prot	56.662	438	773	316	7	19	574	74.26	18	775	775	98	98	1	769	769	0	869	2246
AT1G01900.1	Vitvi05_01chr15g13550_t001_CDS1.prot	55.716	424	761	316	7	21	556	73.06	19	763	775	96	96	1	756	769	0	850	2195
AT1G01910.2	Vitvi05_01chr15g13510_t001_CDS1.prot	80.791	286	354	66	2	2	322	90.96	1	353	354	99	99	1	353	367	0	572	1473
AT1G01920.3	Vitvi05_01chr04g14510_t001_CDS1.prot	63.252	284	449	145	5	20	340	75.72	4	434	435	99	99	10	456	573	0	569	1466
AT1G01930.1	Vitvi05_01chr15g14320_t001_CDS1.prot	57.598	307	533	178	11	48	386	72.42	18	518	581	86	86	12	528	669	0	594	1532
AT1G01940.1	Vitvi05_01chr15g14340_t001_CDS1.prot	94.41	152	161	9	0	0	157	97.52	1	161	161	100	100	1	161	161	6.72e-114	319	818
AT1G01950.1	Vitvi05_01chr15g13040_t001_CDS1.prot	75.47	683	905	203	5	19	790	87.29	1	895	895	100	100	1	896	896	0	1342	3472
AT1G01960.1	Vitvi05_01chr15g13070_t001_CDS1.prot	74.161	1326	1788	414	14	48	1529	85.51	1	1749	1751	99	99	1	1779	1780	0	2703	7006
AT1G01970.1	Vitvi05_01chr15g13110_t001_CDS1.prot	57.96	233	402	151	3	18	305	75.87	5	406	410	98	98	27	410	418	2.26e-158	452	1164
AT1G01980.1	Vitvi05_01chr03g18600_t001_CDS1.prot	58.14	75	129	53	1	1	95	73.64	408	535	542	24	24	1	129	131	1.4e-47	162	409
AT1G01980.1	Vitvi05_01chr03g18630_t001_CDS1.prot	58.171	299	514	202	6	13	401	78.02	27	535	542	94	94	28	533	540	0	618	1594
AT1G02000.1	Vitvi05_01chr15g12420_t001_CDS1.prot	84.687	365	431	56	2	10	387	89.79	1	428	435	98	98	7	430	434	0	743	1917
AT1G02000.1	Vitvi05_01chr15g12450_t001_CDS1.prot	84.919	366	431	55	2	10	386	89.56	1	428	435	98	98	1	424	428	0	742	1916
AT1G02000.1	Vitvi05_01chr15g12460_t001_CDS1.prot	85.847	370	431	51	2	10	389	90.26	1	428	435	98	98	7	430	434	0	732	1890
AT1G02010.1	Vitvi05_01chr15g13320_t001_CDS1.prot	73.543	492	669	157	6	20	565	84.45	1	660	674	98	98	1	658	666	0	1018	2631
AT1G02020.1	Vitvi05_01chr15g12550_t001_CDS1.prot	67.596	388	574	169	7	17	448	78.05	72	639	643	88	88	55	617	620	0	770	1988
AT1G02030.1	Vitvi05_01chr17g09960_t001_CDS1.prot	40.854	67	164	41	6	56	80	48.78	151	260	268	41	41	379	540	564	8.26e-22	94.4	233
AT1G02040.1	Vitvi05_01chr15g11470_t001_CDS1.prot	37.643	99	263	125	9	39	138	52.47	59	282	325	69	69	98	360	468	1.44e-36	136	343
AT1G02040.1	Vitvi05_01chr15g11480_t001_CDS1.prot	42.857	42	98	33	2	23	54	55.1	150	247	325	30	30	224	298	360	7.04e-16	77.4	189
AT1G02050.1	Vitvi05_01chr15g10680_t001_CDS1.prot	78.987	312	395	74	4	9	345	87.34	1	392	396	99	99	1	389	390	0	635	1638
AT1G02060.1	Vitvi05_01chr05g20600_t001_CDS1.prot	62.899	434	690	242	5	14	546	79.13	13	697	711	96	96	43	723	747	0	910	2353
AT1G02065.1	Vitvi05_01chr01g00360_t001_CDS1.prot	52.991	62	117	49	1	6	75	64.1	185	301	334	35	35	216	326	564	1.15e-33	130	326
AT1G02065.1	Vitvi05_01chr01g22860_t001_CDS1.prot	52.344	67	128	44	3	17	78	60.94	147	261	334	34	34	159	282	500	3.89e-33	128	321
AT1G02065.1	Vitvi05_01chr08g21490_t001_CDS1.prot	68.235	58	85	27	0	0	64	75.29	177	261	334	25	25	71	155	380	2.14e-35	132	332
AT1G02065.1	Vitvi05_01chr11g12680_t001_CDS1.prot	52.308	68	130	45	2	17	83	63.85	147	263	334	35	35	131	256	472	5.41e-36	135	340
AT1G02065.1	Vitvi05_01chr15g10880_t001_CDS1.prot	50.562	180	356	103	12	73	213	59.83	1	334	334	100	100	1	305	305	2.66e-90	272	695
AT1G02065.1	Vitvi05_01chr17g07220_t001_CDS1.prot	71.429	55	77	22	0	0	62	80.52	185	261	334	23	23	173	249	558	4.58e-33	128	322
AT1G02070.1	Vitvi05_01chr18g07260_t001_CDS1.prot	55.556	25	45	19	1	1	31	68.89	5	49	132	34	34	20	63	177	5.39e-11	57	136
AT1G02080.1	Vitvi05_01chr15g11310_t001_CDS1.prot	63.24	1015	1605	526	18	64	1216	75.76	868	2432	2432	64	64	1401	2981	2981	0	1951	5055
AT1G02080.1	Vitvi05_01chr16g09110_t001_CDS1.prot	66.063	146	221	55	4	20	168	76.02	2226	2432	2432	9	9	1	215	215	3.65e-88	286	733
AT1G02080.1	Vitvi05_01chr16g09240_t001_CDS1.prot	57.854	1429	2470	937	26	104	1799	72.83	53	2432	2432	98	98	3	2458	2458	0	2778	7201
AT1G02080.1	Vitvi05_01chr18g34430_t001_CDS1.prot	76.596	36	47	11	0	0	37	78.72	2038	2084	2432	2	2	77	123	156	8.41e-16	77	188
AT1G02090.1	Vitvi05_01chr15g09720_t001_CDS1.prot	69.149	195	282	58	1	29	219	77.66	1	253	261	97	97	1	282	283	1.81e-130	370	950
AT1G02100.1	Vitvi05_01chr15g09710_t001_CDS1.prot	77.876	264	339	68	2	7	292	86.14	1	333	333	100	100	5	342	342	0	548	1412
AT1G02120.2	Vitvi05_01chr15g09610_t001_CDS1.prot	60.23	262	435	154	6	19	321	73.79	21	436	474	88	88	10	444	640	3.62e-180	519	1336
AT1G02130.1	Vitvi05_01chr02g08850_t001_CDS1.prot	89.706	183	204	21	0	0	195	95.59	1	204	204	100	100	1	204	204	4.74e-140	389	999
AT1G02130.1	Vitvi05_01chr05g25900_t001_CDS1.prot	90.141	64	71	7	0	0	68	95.77	30	100	204	35	35	942	1012	1019	1.72e-37	137	346
AT1G02130.1	Vitvi05_01chr16g04630_t001_CDS1.prot	88.235	180	204	24	0	0	195	95.59	1	204	204	100	100	1	204	204	1.13e-137	383	983
AT1G02140.1	Vitvi05_01chr16g04710_t001_CDS1.prot	86	129	150	21	0	0	140	93.33	2	151	151	99	99	3	152	152	3.45e-97	276	706
AT1G02145.4	Vitvi05_01chr15g09150_t001_CDS1.prot	63.462	33	52	19	0	0	41	78.85	28	79	454	11	11	587	638	929	1.47e-11	67	162
AT1G02150.1	Vitvi05_01chr15g09060_t001_CDS1.prot	65.948	306	464	155	1	3	380	81.9	42	505	525	88	88	33	493	528	0	662	1707
AT1G02170.1	Vitvi05_01chr15g08630_t001_CDS1.prot	76.596	288	376	72	4	16	319	84.84	3	368	368	99	99	2	371	371	0	561	1445
AT1G02180.1	Vitvi05_01chr15g08460_t001_CDS1.prot	66.667	112	168	56	0	0	138	82.14	28	195	227	74	74	392	559	598	1.6e-80	251	642
AT1G02190.1	Vitvi05_01chr15g07310_t001_CDS1.prot	79.032	49	62	13	0	0	54	87.1	113	174	628	10	10	3	64	66	7.7e-19	80.9	198
AT1G02205.2	Vitvi05_01chr15g07220_t001_CDS1.prot	64.103	400	624	218	4	6	506	81.09	1	623	626	99	99	1	619	621	0	850	2197
AT1G02205.2	Vitvi05_01chr15g07290_t001_CDS1.prot	64.737	369	570	197	3	4	462	81.05	1	569	626	91	91	1	567	619	0	772	1994
AT1G02205.2	Vitvi05_01chr15g07320_t001_CDS1.prot	57.971	40	69	27	1	2	57	82.61	555	623	626	11	11	1	67	69	1.18e-25	100	249
AT1G02205.2	Vitvi05_01chr15g07340_t001_CDS1.prot	64.377	403	626	212	3	11	505	80.67	1	623	626	99	99	1	618	620	0	847	2187
AT1G02205.2	Vitvi05_01chr15g07390_t001_CDS1.prot	65.176	408	626	207	3	11	509	81.31	1	623	626	99	99	1	618	620	0	859	2219
AT1G02205.2	Vitvi05_01chr15g07410_t001_CDS1.prot	64.217	402	626	213	3	11	509	81.31	1	623	626	99	99	1	618	620	0	848	2190
AT1G02205.2	Vitvi05_01chr15g07430_t001_CDS1.prot	63.823	404	633	211	4	18	509	80.41	1	623	626	99	99	1	625	627	0	843	2177
AT1G02260.1	Vitvi05_01chr02g03870_t001_CDS1.prot	64.831	365	563	132	9	66	425	75.49	1	502	503	99	99	1	558	560	0	671	1732
AT1G02260.1	Vitvi05_01chr16g15950_t001_CDS1.prot	68.478	378	552	120	6	54	433	78.44	1	502	503	99	99	1	548	550	0	697	1800
AT1G02270.1	Vitvi05_01chr15g15010_t001_CDS1.prot	67.29	288	428	132	4	8	342	79.91	64	483	485	87	87	53	480	486	0	597	1539
AT1G02290.1	Vitvi05_01chr06g05750_t001_CDS1.prot	38.732	55	142	87	0	0	93	65.49	13	154	444	32	32	57	198	1393	1.38e-33	134	337
AT1G02290.1	Vitvi05_01chr07g08230_t001_CDS1.prot	44.161	121	274	139	4	14	169	61.68	1	262	444	59	59	31	302	607	9.92e-70	232	591
AT1G02290.1	Vitvi05_01chr07g08370_t001_CDS1.prot	62.121	41	66	24	1	1	51	77.27	1	66	444	15	15	68	132	269	2.92e-19	87.4	215
AT1G02290.1	Vitvi05_01chr15g03450_t001_CDS1.prot	63.636	42	66	23	1	1	51	77.27	1	66	444	15	15	68	132	241	5.28e-20	89	219
AT1G02300.1	Vitvi05_01chr07g08210_t001_CDS1.prot	61.518	227	369	126	2	16	273	73.98	21	373	380	93	93	19	387	395	2.99e-168	475	1223
AT1G02305.1	Vitvi05_01chr07g08210_t001_CDS1.prot	63.612	236	371	98	2	37	279	75.2	22	356	363	92	92	18	387	395	6.71e-177	496	1278
AT1G02330.1	Vitvi05_01chr07g07580_t001_CDS1.prot	68.459	191	279	76	5	12	231	82.8	4	280	280	99	99	3	271	271	4.44e-123	352	903
AT1G02360.3	Vitvi05_01chr07g07820_t001_CDS1.prot	61.654	164	266	67	3	35	193	72.56	58	323	325	82	82	4	234	235	4.15e-115	332	851
AT1G02370.1	Vitvi05_01chr07g06660_t001_CDS1.prot	51.078	237	464	224	2	3	320	68.97	39	502	538	86	86	12	472	473	5.42e-162	469	1206
AT1G02380.1	Vitvi05_01chr05g02260_t001_CDS1.prot	35	70	200	121	4	9	114	57	1	199	232	86	86	1	192	224	3.6e-26	101	251
AT1G02390.1	Vitvi05_01chr07g06860_t001_CDS1.prot	58.4	292	500	193	7	15	382	76.4	33	527	531	93	93	34	523	524	0	583	1504
AT1G02400.1	Vitvi05_01chr07g07040_t001_CDS1.prot	59.159	197	333	118	6	18	238	71.47	1	327	330	99	99	1	321	334	4.24e-134	384	987
AT1G02410.1	Vitvi05_01chr16g02610_t001_CDS1.prot	59.028	170	288	95	4	23	198	68.75	1	269	288	93	93	1	284	286	6.77e-114	330	845
AT1G02420.1	Vitvi05_01chr07g07140_t001_CDS1.prot	67.659	341	504	147	3	16	412	81.75	1	489	492	99	99	6	508	527	0	716	1848
AT1G02460.1	Vitvi05_01chr07g07230_t001_CDS1.prot	71.322	286	401	111	3	4	346	86.28	88	488	492	82	82	69	465	466	0	621	1602
AT1G02475.1	Vitvi05_01chr07g07260_t001_CDS1.prot	73.077	114	156	42	0	0	133	85.26	63	218	220	71	71	66	221	229	5.88e-78	233	595
AT1G02500.1	Vitvi05_01chr05g03830_t001_CDS1.prot	94.162	371	394	23	0	0	381	96.7	1	394	394	100	100	1	394	394	0	741	1913
AT1G02500.1	Vitvi05_01chr07g07420_t001_CDS1.prot	93.846	366	390	24	0	0	378	96.92	1	390	394	99	99	58	447	449	0	737	1902
AT1G02500.1	Vitvi05_01chr14g00630_t001_CDS1.prot	92.602	363	392	29	0	0	379	96.68	1	392	394	99	99	1	392	394	0	734	1894
AT1G02520.1	Vitvi05_01chr01g15740_t001_CDS1.prot	91.667	55	60	5	0	0	58	96.67	512	571	1279	9	5	1	60	358	2.31e-26	112	280
AT1G02520.1	Vitvi05_01chr01g15740_t001_CDS1.prot	83.333	50	60	10	0	0	55	91.67	1166	1225	1279	9	5	1	60	358	4.03e-23	102	255
AT1G02520.1	Vitvi05_01chr05g04050_t001_CDS1.prot	71.746	904	1260	347	3	9	1065	84.52	26	1279	1279	98	98	39	1295	1295	0	1813	4697
AT1G02520.1	Vitvi05_01chr06g22110_t001_CDS1.prot	88.333	53	60	7	0	0	57	95	512	571	1279	9	5	1	60	102	3.42e-28	109	273
AT1G02520.1	Vitvi05_01chr06g22110_t001_CDS1.prot	80	48	60	12	0	0	54	90	1166	1225	1279	9	5	1	60	102	8.85e-25	100	248
AT1G02520.1	Vitvi05_01chr07g07980_t001_CDS1.prot	75.059	960	1279	300	4	19	1096	85.69	15	1279	1279	99	99	25	1298	1298	0	1917	4967
AT1G02520.1	Vitvi05_01chr16g13780_t001_CDS1.prot	91.667	55	60	5	0	0	58	96.67	512	571	1279	9	5	1	60	358	2.37e-26	112	280
AT1G02520.1	Vitvi05_01chr16g13780_t001_CDS1.prot	83.333	50	60	10	0	0	55	91.67	1166	1225	1279	9	5	1	60	358	4.18e-23	102	255
AT1G02560.1	Vitvi05_01chr07g06550_t001_CDS1.prot	78.859	235	298	49	3	14	250	83.89	1	297	299	99	99	1	285	290	2.86e-166	463	1191
AT1G02570.1	Vitvi05_01chr07g06530_t001_CDS1.prot	42.373	100	236	122	5	14	141	59.75	42	270	279	82	82	54	282	285	2.54e-53	175	443
AT1G02590.1	Vitvi05_01chr06g13810_t001_CDS1.prot	67.273	37	55	17	1	1	46	83.64	26	80	90	61	61	1183	1236	1366	2.14e-18	78.2	191
